1.0 0.0 2.4766724 3.4579551
1.0 0.01 2.4767914 3.458122
1.0 0.02 2.4771872 3.4586487
1.0 0.03 2.4779744 3.4596217
1.0 0.04 2.4793108 3.4611607
1.0 0.05 2.4813762 3.4634013
1.0 0.06 2.4843607 3.466485
1.0 0.07 2.4884565 3.470555
1.0 0.08 2.4938555 3.4757552
1.0 0.09 2.5007503 3.4822352
1.0 0.1 2.5093393 3.4901576
1.0 0.11 2.5198383 3.4997106
1.0 0.12 2.5324957 3.5111253
1.0 0.13 2.547619 3.5247014
1.0 0.14 2.5656152 3.54084
1.0 0.15 2.5870614 3.5600953
1.0 0.16 2.6128316 3.5832508
1.0 0.17 2.6443417 3.6114445
1.0 0.18 2.6840138 3.6463957
1.0 0.19 2.7360516 3.69082
1.0 0.2 2.8066773 3.7488618
1.0 0.21 2.8969939 3.8230462
1.0 0.22 2.9247074 3.9144425
1.0 0.23 2.8918293 3.87761
1.0 0.24 2.856771 3.8355124
1.0 0.25 2.8206043 3.7870066
1.0 0.26 2.781978 3.729115
1.0 0.27 2.7385936 3.65851
1.0 0.28 2.687673 3.573031
1.0 0.29 2.6278298 3.474886
1.0 0.3 2.5638423 3.3739257
1.0 0.31 2.509879 3.2839713
1.0 0.32 2.4801445 3.2104187
1.0 0.33 2.4735584 3.1444578
1.0 0.34 2.470873 3.0667865
1.0 0.35 2.3616133 2.9209485
1.0 0.36 2.072168 2.6923664
1.0 0.37 1.8960114 2.6163049
1.0 0.38 1.7932262 2.5162923
1.0 0.39 1.7093477 2.4067197
1.0 0.4 1.6317034 2.292579
1.0 0.41 1.5558864 2.1762936
1.0 0.42 1.4800907 2.059334
1.0 0.43 1.4037064 1.9427592
1.0 0.44 1.3268487 1.8274908
1.0 0.45 1.2501218 1.7144765
1.0 0.46 1.1744292 1.6047461
1.0 0.47 1.1007906 1.499368
1.0 0.48 1.0301715 1.3993357
1.0 0.49 0.9633552 1.3054454
1.0 0.5 0.90087414 1.21821
1.05 0.0 2.5111232 3.4374979
1.05 0.01 2.5112584 3.4376523
1.05 0.02 2.511703 3.4381413
1.05 0.03 2.5125754 3.43905
1.05 0.04 2.5140407 3.4404945
1.05 0.05 2.516289 3.4426055
1.05 0.06 2.5195234 3.4455175
1.05 0.07 2.5239522 3.4493647
1.05 0.08 2.5297856 3.4542792
1.05 0.09 2.5372374 3.460395
1.05 0.1 2.5465302 3.467856
1.05 0.11 2.5579062 3.4768257
1.05 0.12 2.5716417 3.4875062
1.05 0.13 2.5880713 3.5001588
1.05 0.14 2.6076236 3.5151386
1.05 0.15 2.6308758 3.5329397
1.05 0.16 2.6586454 3.5542636
1.05 0.17 2.6921396 3.5801208
1.05 0.18 2.7331855 3.611976
1.05 0.19 2.7844489 3.6518953
1.05 0.2 2.8488696 3.7022507
1.05 0.21 2.9251976 3.762776
1.05 0.22 2.9964647 3.8210876
1.05 0.23 2.9844537 3.8335552
1.05 0.24 2.954389 3.789401
1.05 0.25 2.9236608 3.7413027
1.05 0.26 2.8926322 3.6862364
1.05 0.27 2.861155 3.621433
1.05 0.28 2.8293436 3.5450258
1.05 0.29 2.7978463 3.457296
1.05 0.3 2.7673707 3.361916
1.05 0.31 2.7373643 3.265205
1.05 0.32 2.7055223 3.1726568
1.05 0.33 2.6694036 3.0856667
1.05 0.34 2.6279526 3.00017
1.05 0.35 2.5789657 2.8962994
1.05 0.36 2.4082036 2.7237673
1.05 0.37 2.194339 2.48502
1.05 0.38 2.044523 2.4164882
1.05 0.39 1.9396726 2.3293703
1.05 0.4 1.849053 2.231539
1.05 0.41 1.7636596 2.1282306
1.05 0.42 1.6800565 2.022186
1.05 0.43 1.5968438 1.9150455
1.05 0.44 1.5136178 1.8079735
1.05 0.45 1.4305757 1.7019757
1.05 0.46 1.3483094 1.5980545
1.05 0.47 1.2676436 1.497247
1.05 0.48 1.1894847 1.400572
1.05 0.49 1.1146816 1.3089293
1.05 0.5 1.0439206 1.2230039
1.1 0.0 2.5465503 3.4164906
1.1 0.01 2.546703 3.4166336
1.1 0.02 2.5472016 3.4170883
1.1 0.03 2.5481708 3.4179394
1.1 0.04 2.5497856 3.4193027
1.1 0.05 2.5522504 3.4213061
1.1 0.06 2.5557852 3.424081
1.1 0.07 2.5606182 3.4277558
1.1 0.08 2.5669827 3.432455
1.1 0.09 2.575119 3.438303
1.1 0.1 2.5852797 3.4454308
1.1 0.11 2.597741 3.4539883
1.1 0.12 2.612817 3.4641607
1.1 0.13 2.6308844 3.4761918
1.1 0.14 2.6524127 3.490418
1.1 0.15 2.6780105 3.5073128
1.1 0.16 2.7084892 3.5275521
1.1 0.17 2.7449431 3.5520954
1.1 0.18 2.7888114 3.5822628
1.1 0.19 2.8417287 3.6196733
1.1 0.2 2.9044757 3.6655085
1.1 0.21 2.9735222 3.71769
1.1 0.22 3.035945 3.7657065
1.1 0.23 3.0740225 3.7921789
1.1 0.24 3.059485 3.7036083
1.1 0.25 3.0323846 3.6485407
1.1 0.26 3.005893 3.587114
1.1 0.27 2.9794326 3.516413
1.1 0.28 2.9522023 3.4355717
1.1 0.29 2.9231944 3.3465846
1.1 0.3 2.8913553 3.254101
1.1 0.31 2.8559496 3.163154
1.1 0.32 2.8167622 3.0763888
1.1 0.33 2.773945 2.992832
1.1 0.34 2.7275755 2.9070857
1.1 0.35 2.6757023 2.8030376
1.1 0.36 2.6004553 2.6245077
1.1 0.37 2.44203 2.365603
1.1 0.38 2.2740512 2.2659032
1.1 0.39 2.1518018 2.2018633
1.1 0.4 2.0504253 2.1265469
1.1 0.41 1.9574556 2.0418813
1.1 0.42 1.8679404 1.951489
1.1 0.43 1.779764 1.8577915
1.1 0.44 1.6920791 1.7624257
1.1 0.45 1.6047289 1.666639
1.1 0.46 1.5179964 1.5715253
1.1 0.47 1.4324565 1.4781369
1.1 0.48 1.3488549 1.3875006
1.1 0.49 1.2679907 1.3005682
1.1 0.5 1.1906068 1.2181408
1.1500000000000001 0.0 2.5828335 3.394815
1.1500000000000001 0.01 2.5830054 3.394947
1.1500000000000001 0.02 2.5835629 3.39537
1.1500000000000001 0.03 2.5846393 3.3961694
1.1500000000000001 0.04 2.586424 3.3974624
1.1500000000000001 0.05 2.589139 3.3993776
1.1500000000000001 0.06 2.5930252 3.4020452
1.1500000000000001 0.07 2.5983353 3.405591
1.1500000000000001 0.08 2.60533 3.4101353
1.1500000000000001 0.09 2.6142805 3.4157965
1.1500000000000001 0.1 2.6254752 3.4226987
1.1500000000000001 0.11 2.6392295 3.4309845
1.1500000000000001 0.12 2.6559024 3.4408317
1.1500000000000001 0.13 2.6759171 3.4524806
1.1500000000000001 0.14 2.69979 3.4662664
1.1500000000000001 0.15 2.7281613 3.4826667
1.1500000000000001 0.16 2.7618272 3.5023575
1.1500000000000001 0.17 2.8017435 3.5262685
1.1500000000000001 0.18 2.8489194 3.555574
1.1500000000000001 0.19 2.9039662 3.5914204
1.1500000000000001 0.2 2.965801 3.633875
1.1500000000000001 0.21 3.0291657 3.6794572
1.1500000000000001 0.22 3.0832355 3.718701
1.1500000000000001 0.23 3.1169488 3.739489
1.1500000000000001 0.24 3.1547127 3.5804145
1.1500000000000001 0.25 3.1279302 3.5177648
1.1500000000000001 0.26 3.1012368 3.4511771
1.1500000000000001 0.27 3.073776 3.3790643
1.1500000000000001 0.28 3.0447936 3.301754
1.1500000000000001 0.29 3.0136912 3.221106
1.1500000000000001 0.3 2.9800546 3.139459
1.1500000000000001 0.31 2.943615 3.0583606
1.1500000000000001 0.32 2.9041717 2.9776933
1.1500000000000001 0.33 2.8614948 2.8950775
1.1500000000000001 0.34 2.815004 2.8043299
1.1500000000000001 0.35 2.7622347 2.690055
1.1500000000000001 0.36 2.6927342 2.5163412
1.1500000000000001 0.37 2.5833507 2.27667
1.1500000000000001 0.38 2.4486113 2.1229596
1.1500000000000001 0.39 2.3286743 2.0535305
1.1500000000000001 0.4 2.2245407 1.9938456
1.1500000000000001 0.41 2.1286597 1.9274228
1.1500000000000001 0.42 2.0366077 1.8541224
1.1500000000000001 0.43 1.9462088 1.7758214
1.1500000000000001 0.44 1.8564705 1.6942314
1.1500000000000001 0.45 1.7670614 1.6107391
1.1500000000000001 0.46 1.6780689 1.5265234
1.1500000000000001 0.47 1.5898701 1.4426589
1.1500000000000001 0.48 1.503041 1.3601657
1.1500000000000001 0.49 1.4182717 1.2800016
1.1500000000000001 0.5 1.3362782 1.20302
1.2000000000000002 0.0 2.619828 3.3723433
1.2000000000000002 0.01 2.6200202 3.3724651
1.2000000000000002 0.02 2.6206405 3.3728578
1.2000000000000002 0.03 2.6218348 3.37361
1.2000000000000002 0.04 2.623809 3.374842
1.2000000000000002 0.05 2.626808 3.3766851
1.2000000000000002 0.06 2.6310976 3.3792715
1.2000000000000002 0.07 2.636959 3.382726
1.2000000000000002 0.08 2.6446853 3.3871675
1.2000000000000002 0.09 2.6545832 3.392711
1.2000000000000002 0.1 2.6669798 3.3994772
1.2000000000000002 0.11 2.6822338 3.407606
1.2000000000000002 0.12 2.7007496 3.4172747
1.2000000000000002 0.13 2.722996 3.4287279
1.2000000000000002 0.14 2.7495246 3.44231
1.2000000000000002 0.15 2.7809813 3.4585123
1.2000000000000002 0.16 2.8180928 3.4780147
1.2000000000000002 0.17 2.8615768 3.5016992
1.2000000000000002 0.18 2.911868 3.5305336
1.2000000000000002 0.19 2.968455 3.565099
1.2000000000000002 0.2 3.0286407 3.6043952
1.2000000000000002 0.21 3.086244 3.6440017
1.2000000000000002 0.22 3.1324804 3.675563
1.2000000000000002 0.23 3.1606972 3.6903956
1.2000000000000002 0.24 3.1705132 3.6844199
1.2000000000000002 0.25 3.2036269 3.3816924
1.2000000000000002 0.26 3.1762362 3.3143847
1.2000000000000002 0.27 3.1479034 3.2445903
1.2000000000000002 0.28 3.1181314 3.1725557
1.2000000000000002 0.29 3.0865703 3.0989456
1.2000000000000002 0.3 3.0529525 3.0242398
1.2000000000000002 0.31 3.0170114 2.9481401
1.2000000000000002 0.32 2.9783974 2.8690588
1.2000000000000002 0.33 2.9365602 2.783357
1.2000000000000002 0.34 2.8903766 2.6835544
1.2000000000000002 0.35 2.8369412 2.554731
1.2000000000000002 0.36 2.7691402 2.3752408
1.2000000000000002 0.37 2.6784048 2.1595206
1.2000000000000002 0.38 2.5717182 1.99865
1.2000000000000002 0.39 2.4662554 1.9137758
1.2000000000000002 0.4 2.3675742 1.8566619
1.2000000000000002 0.41 2.2739017 1.801679
1.2000000000000002 0.42 2.1829123 1.742413
1.2000000000000002 0.43 2.093103 1.6783507
1.2000000000000002 0.44 2.003682 1.6103629
1.2000000000000002 0.45 1.9143413 1.5395418
1.2000000000000002 0.46 1.8251061 1.466948
1.2000000000000002 0.47 1.7362438 1.3935833
1.2000000000000002 0.48 1.6482043 1.3204032
1.2000000000000002 0.49 1.5615647 1.2483165
1.2000000000000002 0.5 1.4769701 1.1781621
1.2500000000000002 0.0 2.6573622 3.3489456
1.2500000000000002 0.01 2.6575751 3.3490574
1.2500000000000002 0.02 2.658262 3.3494208
1.2500000000000002 0.03 2.659583 3.3501287
1.2500000000000002 0.04 2.6617665 3.3513072
