1.0 0.0 -0.76444525
1.0 0.01 -0.7646556
1.0 0.02 -0.765371
1.0 0.03 -0.76677525
1.0 0.04 -0.7691147
1.0 0.05 -0.77268076
1.0 0.06 -0.7777986
1.0 0.07 -0.7848199
1.0 0.08 -0.79412174
1.0 0.09 -0.8061118
1.0 0.1 -0.82124096
1.0 0.11 -0.8400267
1.0 0.12 -0.8630919
1.0 0.13 -0.8912291
1.0 0.14 -0.92551064
1.0 0.15 -0.9674856
1.0 0.16 -1.0195525
1.0 0.17 -1.0856981
1.0 0.18 -1.1729971
1.0 0.19 -1.2944657
1.0 0.2 -1.472214
1.0 0.21 -1.7244476
1.0 0.22 -1.8364997
1.0 0.23 -1.7817973
1.0 0.24 -1.7184825
1.0 0.25 -1.6464189
1.0 0.26 -1.5634339
1.0 0.27 -1.4662848
1.0 0.28 -1.3531882
1.0 0.29 -1.2291542
1.0 0.3 -1.1121684
1.0 0.31 -1.0295287
1.0 0.32 -0.99487853
1.0 0.33 -0.9913761
1.0 0.34 -0.9793245
1.0 0.35000000000000003 -0.9154062
1.0 0.36 -0.52724814
1.0 0.37 -0.3786269
1.0 0.38 -0.3097688
1.0 0.39 -0.2642676
1.0 0.4 -0.22847684
1.0 0.41000000000000003 -0.19798544
1.0 0.42 -0.17103285
1.0 0.43 -0.1468496
1.0 0.44 -0.12512046
1.0 0.45 -0.105748266
1.0 0.46 -0.08871369
1.0 0.47000000000000003 -0.0739841
1.0 0.48 -0.06146497
1.0 0.49 -0.050989028
1.0 0.5 -0.042332318
1.05 0.0 -0.7667206
1.05 0.01 -0.76692665
1.05 0.02 -0.7676319
1.05 0.03 -0.7690239
1.05 0.04 -0.7713533
1.05 0.05 -0.77491724
1.05 0.06 -0.78004724
1.05 0.07 -0.7871028
1.05 0.08 -0.7964698
1.05 0.09 -0.80856514
1.05 0.1 -0.8238485
1.05 0.11 -0.842844
1.05 0.12 -0.86617565
1.05 0.13 -0.894624
1.05 0.14 -0.92921984
1.05 0.15 -0.9714036
1.05 0.16 -1.0233055
1.05 0.17 -1.0882527
1.05 0.18 -1.1716654
1.05 0.19 -1.2823833
1.05 0.2 -1.4329784
1.05 0.21 -1.6308262
1.05 0.22 -1.844818
1.05 0.23 -1.8341134
1.05 0.24 -1.7663639
1.05 0.25 -1.6981304
1.05 0.26 -1.6262177
1.05 0.27 -1.5493345
1.05 0.28 -1.4684751
1.05 0.29 -1.3879431
1.05 0.3 -1.3143047
1.05 0.31 -1.2514734
