0.04	0.0	6.3384932002086965e-06	9.189068230038835e-07	4.0629994918424854e-05	0.8541651673482666	
0.04	4e-05	6.366115876547073e-06	9.228306042311076e-07	4.0760165799836936e-05	0.8580544557685004	
0.04	8e-05	6.393922774319238e-06	9.267801085509111e-07	4.0890975159142946e-05	0.8619704856875686	
0.04	0.00012	6.421915559082621e-06	9.307555647577277e-07	4.102242727924872e-05	0.8659135039924925	
0.04	0.00016	6.45009591548998e-06	9.347572042248125e-07	4.115452648020087e-05	0.8698837604408003	
0.04	0.0002	6.478465547555645e-06	9.387852609395271e-07	4.128727711959155e-05	0.8738815077008906	
0.04	0.00024	6.50702617892595e-06	9.428399715391775e-07	4.142068359296914e-05	0.8779070013930677	
0.04	0.00028	6.535779553154258e-06	9.46921575347456e-07	4.1554750334254496e-05	0.8819605001312574	
0.04	0.00032	6.564727433980496e-06	9.510303144114489e-07	4.1689481816162726e-05	0.8860422655654212	
0.04	0.00036	6.593871605615309e-06	9.551664335392587e-07	4.1824882550631044e-05	0.8901525624246631	
0.04	0.0004	6.623213873028961e-06	9.593301803382404e-07	4.1960957089252156e-05	0.8942916585610745	
0.04	0.00044	6.652756062245078e-06	9.63521805253849e-07	4.209771002371409e-05	0.8984598249943005	
0.04	0.00048	6.6825000206392105e-06	9.677415616091382e-07	4.223514598624578e-05	0.9026573359568641	
0.04	0.00052	6.712447617242509e-06	9.719897056448987e-07	4.237326965006907e-05	0.9068844689402374	
0.04	0.00056	6.742600743050409e-06	9.76266496560452e-07	4.2512085729856884e-05	0.9111415047417182	
0.04	0.0006	6.7729613113365806e-06	9.805721965551299e-07	4.265159898219801e-05	0.9154287275120712	
0.04	0.00064	6.803531257972146e-06	9.84907070870424e-07	4.279181420606828e-05	0.9197464248039933	
0.04	0.00068	6.834312541750302e-06	9.89271387832847e-07	4.29327362433085e-05	0.924094887621404	
0.04	0.00072	6.8653071447164575e-06	9.936654188974952e-07	4.307436997910929e-05	0.9284744104695635	
0.04	0.00076	6.896517072503978e-06	9.980894386923442e-07	4.321672034250243e-05	0.9328852914060659	
0.04	0.0008	6.927944354675733e-06	1.0025437250632804e-06	4.33597923068598e-05	0.937327832092693	
0.04	0.00084	6.95959104507133e-06	1.0070285591198804e-06	4.3503590890399016e-05	0.941802337848155	
0.04	0.00088	6.991459222160486e-06	1.0115442252819718e-06	4.364812115669672e-05	0.94630911770176	
0.04	0.00092	7.023550989402314e-06	1.0160910113269649e-06	4.379338821520898e-05	0.9508484844479999	
0.04	0.00096	7.055868475610953e-06	1.0206692084379892e-06	4.393939722179945e-05	0.9554207547020687	
0.04	0.001	7.0884138353273936e-06	1.025279111252837e-06	4.408615337927538e-05	0.9600262489563618	
0.04	0.00104	7.121189249197817e-06	1.0299210179137459e-06	4.423366193793111e-05	0.9646652916379599	
0.04	0.00108	7.154196924358519e-06	1.0345952301180201e-06	4.438192819609986e-05	0.9693382111671063	
0.04	0.00112	7.187439094827501e-06	1.0393020531695098e-06	4.453095750071364e-05	0.9740453400167068	
0.04	0.00116	7.220918021902913e-06	1.0440417960309913e-06	4.468075524787137e-05	0.9787870147728889	
0.04	0.0012	7.254635994568522e-06	1.0488147713774088e-06	4.4831326883415536e-05	0.9835635761966126	
0.04	0.00124	7.288595329906272e-06	1.053621295650066e-06	4.498267790351756e-05	0.9883753692863667	
0.04	0.00128	7.3227983735160535e-06	1.058461689111725e-06	4.513481385527169e-05	0.9932227433419907	
0.04	0.00132	7.357247499943055e-06	1.0633362759026729e-06	4.528774033729828e-05	0.9981060520296098	
0.04	0.00136	7.391945113112486e-06	1.0682453840977392e-06	4.5441463000356005e-05	1.0030256534477375	
0.04	0.0014	7.426893646772159e-06	1.0731893457643305e-06	4.559598754796317e-05	1.0079819101945493	
0.04	0.00144	7.462095564942928e-06	1.0781684970214453e-06	4.575131973702915e-05	1.012975189436368	
0.04	0.00148	7.4975533623771355e-06	1.0831831780997354e-06	4.590746537849475e-05	1.0180058629773658	
0.04	0.00152	7.533269565025268e-06	1.0882337334026156e-06	4.606443033798333e-05	1.0230743073305308	
0.04	0.00156	7.56924673051111e-06	1.0933205115684347e-06	4.6222220536461176e-05	1.0281809037899037	
0.04	0.0016	7.605487448615259e-06	1.0984438655337613e-06	4.638084195090897e-05	1.0333260385041318	
0.04	0.00164	7.641994341767555e-06	1.1036041525977543e-06	4.654030061500313e-05	1.0385101025513368	
0.04	0.00168	7.678770065548324e-06	1.1088017344877021e-06	4.6700602619808285e-05	1.0437334920153711	
0.04	0.00172	7.715817309198765e-06	1.1140369774256955e-06	4.686175411448059e-05	1.0489966080634399	
0.04	0.00176	7.753138796140649e-06	1.1193102521965122e-06	4.702376130698234e-05	1.0542998570251503	
0.04	0.0018	7.790737284505444e-06	1.124621934216685e-06	4.718663046480765e-05	1.0596436504730187	
0.04	0.00184	7.828615567673224e-06	1.1299724036048278e-06	4.735036791572039e-05	1.065028405304442	
0.04	0.00188	7.866776474821407e-06	1.135362045253199e-06	4.751498004850342e-05	1.0704545438251916	
0.04	0.00192	7.905222871483643e-06	1.1407912489005698e-06	4.768047331372047e-05	1.0759224938344498	
0.04	0.00196	7.943957660119e-06	1.1462604092063897e-06	4.784685422449033e-05	1.081432688711411	
0.04	0.002	7.982983780691738e-06	1.1517699258263082e-06	4.801412935727359e-05	1.0869855675035125	
0.04	0.00204	8.022304211261813e-06	1.1573202034890398e-06	4.818230535267235e-05	1.092581575016294	
0.04	0.00208	8.061921968586399e-06	1.1629116520746556e-06	4.835138891624373e-05	1.0982211619049378	
