4.0 0.01 -9.61734700000605
4.0 0.02 -10.321249000000421
4.0 0.03 -11.347045000000822
4.0 0.04 -12.602304999997926
4.0 0.05 -14.037454999993356
4.0 0.06 -15.59782000001054
4.0 0.07 -17.44517199998806
4.0 0.08 -19.95667700001042
4.0 0.09 -21.049121000000586
4.0 0.1 -19.058276999981597
4.0 0.11 -17.197791000018757
4.0 0.12 -16.33402999999561
4.0 0.13 -15.945991000005918
4.0 0.14 -15.75212899998902
4.0 0.15 -15.645645000005834
4.0 0.16 -15.583427999992224
4.0 0.17 -15.545983000021154
4.0 0.18 -15.523528999973676
4.0 0.19 -15.510699000014213
4.0 0.2 -15.504344000004386
4.0 0.21 -15.50249199999157
4.0 0.22 -15.50385199999836
4.0 0.23 -15.507541000002629
4.0 0.24 -15.512926000002055
4.0 0.25 -15.519536999999403
4.0 0.26 -15.527023999997155
4.0 0.27 -15.535098000007949
4.0 0.28 -15.543528999997388
4.0 0.29 -15.55211999999287
4.0 0.3 -15.560704999995053
4.0 0.31 -15.569126000016794
4.0 0.32 -15.577249999996198
4.0 0.33 -15.584943999993314
4.0 0.34 -15.592085999998048
4.0 0.35 -15.59855700000366
4.0 0.36 -15.604243000006054
4.0 0.37 -15.609030999996762
4.0 0.38 -15.61280899998961
4.0 0.39 -15.615467000014135
4.0 0.4 -15.616892999990014
4.0 0.41 -15.616982000000931
4.0 0.42 -15.615616000005145
4.0 0.43 -15.612691999997693
4.0 0.44 -15.608098000008383
4.0 0.45 -15.601722999996056
4.0 0.46 -15.593457999987223
4.0 0.47 -15.583195000012646
4.0 0.48 -15.570821999993075
4.0 0.49 -15.556234999998239
